code,title,location
SEE308,Electrical Machines and Drives,Waurn Ponds (Geelong)
SEE312,Data Communication,Waurn Ponds (Geelong)
SEE326,Artificial Intelligence for Autonomous Systems,Waurn Ponds (Geelong)
SEE332,Transmission and Distribution System Design,Waurn Ponds (Geelong)
SEE333,Power System Protection Design and Safety,Waurn Ponds (Geelong)
SEE344,Control Systems,Waurn Ponds (Geelong)
SEE406,Power System Analysis,Waurn Ponds (Geelong)
SEE407,SCADA and PLC,Waurn Ponds (Geelong)
SEE701,Control Systems Engineering,Waurn Ponds (Geelong)
SEE705,Energy Efficiency and Demand Management,Waurn Ponds (Geelong)
SEE710,Instrumentation and Process Control,Waurn Ponds (Geelong)
SEE711,Sensor Networks,Waurn Ponds (Geelong)
SEE712,Embedded Systems,Waurn Ponds (Geelong)
SEE716,Electrical Systems Protection,Waurn Ponds (Geelong)
SEE717,Smart Grid Systems,Waurn Ponds (Geelong)
SEE718,Renewable Energy Systems,Waurn Ponds (Geelong)
SEJ101,Design Fundamentals,Waurn Ponds (Geelong)
SEJ102,Electrical Systems Engineering Project,Waurn Ponds (Geelong)
SEJ103,Materials Engineering Project,Waurn Ponds (Geelong)
SEJ201,Structural Design,Waurn Ponds (Geelong)
SEJ441,Engineering Project A,Waurn Ponds (Geelong)
SEJ442,Engineering Project 2,Waurn Ponds (Geelong)
SEJ446,Engineering Project B,Waurn Ponds (Geelong)
SEJ451,Materials Performance and Durability,Waurn Ponds (Geelong)
SEL703,Internship - Engineering,Waurn Ponds (Geelong)
SEM200,Machine Design,Waurn Ponds (Geelong)
SEM202,Thermodynamics,Waurn Ponds (Geelong)
SEM216,Stress and Failure Analysis,Waurn Ponds (Geelong)
SEM218,Fluid Mechanics,Waurn Ponds (Geelong)
SEM300,Thermo-Fluid System Design,Waurn Ponds (Geelong)
SEM301,Industrial Control,Waurn Ponds (Geelong)
SEM302,Advanced Stress Analysis,Waurn Ponds (Geelong)
SEM313,Manufacturing,Waurn Ponds (Geelong)
SEM327,Dynamics of Machines,Waurn Ponds (Geelong)
SEM400,Computational Fluid Dynamics,Waurn Ponds (Geelong)
SEM406,Advanced Modelling and Simulation,Waurn Ponds (Geelong)
SEM711,Product Development Technologies,Waurn Ponds (Geelong)
SEM712,CAE and Finite Element Analysis,Waurn Ponds (Geelong)
SEM721,Product Development,Waurn Ponds (Geelong)
SEM722,Advanced Manufacturing Technology,Waurn Ponds (Geelong)
SEM723,Additive Manufacturing Processes and Applications,Waurn Ponds (Geelong)
SEM724,Design for Additive Manufacturing,Waurn Ponds (Geelong)
SEM725,Materials for Additive Manufacturing,Waurn Ponds (Geelong)
SEN700,Research Methodology,Waurn Ponds (Geelong)
SEN719,Project Initiation,Waurn Ponds (Geelong)
SEN720,Project Implementation and Evaluation,Waurn Ponds (Geelong)
SEN725,Urban Stormwater Management,Waurn Ponds (Geelong)
SEN727,Advanced Geomechanics,Waurn Ponds (Geelong)
SEN728,Transportation Infrastructure Systems,Waurn Ponds (Geelong)
SEN730,Engineering Management Case Study,Waurn Ponds (Geelong)
SEN731,Engineering Management Project,Waurn Ponds (Geelong)
SEN769,Advanced Structural Design,Waurn Ponds (Geelong)
SEP291,Engineering Modelling,Waurn Ponds (Geelong)
SEP499,Professional Engineering Practice,Waurn Ponds (Geelong)
SER202,Programming for Embedded Systems,Waurn Ponds (Geelong)
SER203,Programming and Visualisation,Waurn Ponds (Geelong)
SER300,Mechatronic Design,Waurn Ponds (Geelong)
SER301,Electromechanical Systems Design,Waurn Ponds (Geelong)
SER400,Virtual and Augmented Interfaces,Waurn Ponds (Geelong)
SET111,Environmental Design,Waurn Ponds (Geelong)
SET721,Engineering Sustainability,Waurn Ponds (Geelong)
SEV101,Global Environmental Systems,Waurn Ponds (Geelong)
SEV200,Geotechnical Investigation and Design,Waurn Ponds (Geelong)
SEV201,Environmental Health Engineering,Waurn Ponds (Geelong)
SEV210,Construction Engineering,Waurn Ponds (Geelong)
SEV219,Environmental Analysis,Waurn Ponds (Geelong)
SEV254,Road and Pavement Engineering,Waurn Ponds (Geelong)
SEV300,Reinforced Concrete Design,Waurn Ponds (Geelong)
SEV301,Water Engineering Design,Waurn Ponds (Geelong)
SEV311,Air and Noise Pollution and Control,Waurn Ponds (Geelong)
SEV320,Theory of Structures,Waurn Ponds (Geelong)
SEV322,Hydrology and Hydraulics,Waurn Ponds (Geelong)
SEV323,Steel and Timber Structures,Waurn Ponds (Geelong)
SEV331,Waste Management Systems,Waurn Ponds (Geelong)
SEV362,Geotechnical Engineering,Waurn Ponds (Geelong)
SEV402,Traffic and Transport Engineering,Waurn Ponds (Geelong)
SEV415,Infrastructure Engineering,Waurn Ponds (Geelong)
SIT010,Safety Induction Program,Waurn Ponds (Geelong)
SIT102,Introduction to Programming,Waurn Ponds (Geelong)
SIT103,Data and Information Management,Waurn Ponds (Geelong)
SIT105,Thinking Technology and Design,Waurn Ponds (Geelong)
SIT106,Fundamental Concepts of Mathematics,Waurn Ponds (Geelong)
SIT113,Cloud Computing and Virtualisation,Waurn Ponds (Geelong)
SIT124,Exploring I.T.,Waurn Ponds (Geelong)
SIT172,Programming for Engineers,Waurn Ponds (Geelong)
SIT176,Mathematical Visualisation and Reasoning,Waurn Ponds (Geelong)
SIT182,Real World Practices for Cyber Security,Waurn Ponds (Geelong)
SIT190,Introductory Mathematical Methods,Waurn Ponds (Geelong)
SIT191,Introduction to Statistics and Data Analysis,Waurn Ponds (Geelong)
SIT192,Discrete Mathematics,Waurn Ponds (Geelong)
SIT194,Introduction to Mathematical Modelling,Waurn Ponds (Geelong)
SIT199,Applied Algebra and Statistics,Waurn Ponds (Geelong)
SIT202,Networks and Communications,Waurn Ponds (Geelong)
SIT216,User Centred Design,Waurn Ponds (Geelong)
SIT221,Data Structures and Algorithms,Waurn Ponds (Geelong)
SIT223,Professional Practice in Information Technology,Waurn Ponds (Geelong)
SIT232,Object-Oriented Development,Waurn Ponds (Geelong)
SIT272,Enterprise Network Construction,Waurn Ponds (Geelong)
SIT277,Enterprise Network Management,Waurn Ponds (Geelong)
SIT281,Cryptography,Waurn Ponds (Geelong)
SIT282,Computer Crime and Digital Forensics,Waurn Ponds (Geelong)
SIT284,Cyber Security Management,Waurn Ponds (Geelong)
SIT306,IT Placement,Waurn Ponds (Geelong)
SIT317,"Enterprise, Entrepreneurship and Innovation",Waurn Ponds (Geelong)
SIT322,Cloud Systems,Waurn Ponds (Geelong)
SIT323,Cloud Application Development,Waurn Ponds (Geelong)
SIT374,Team Project (A) - Project Management and Practices,Waurn Ponds (Geelong)
SIT378,Team Project (B) - Execution and Delivery,Waurn Ponds (Geelong)
SIT379,Ethical Hacking,Waurn Ponds (Geelong)
SIT382,System Security,Waurn Ponds (Geelong)
SIT384,Cyber Security Analytics,Waurn Ponds (Geelong)
SIT396,Complex Analysis,Waurn Ponds (Geelong)
SIT420,Research Methods and Practices in Information Technology,Waurn Ponds (Geelong)
SIT424,Advanced Topics in Information Technology,Waurn Ponds (Geelong)
SIT430,Honours Research Project A,Waurn Ponds (Geelong)
SIT431,Honours Research Project B,Waurn Ponds (Geelong)
SIT490,Honours Mathematics Research 1,Waurn Ponds (Geelong)
SIT492,Honours Mathematics Research 2,Waurn Ponds (Geelong)
SIT493,Honours Mathematics Research 3,Waurn Ponds (Geelong)
SIT703,Advanced Digital Forensics,Waurn Ponds (Geelong)
SIT704,Advanced Topics in Digital Security,Waurn Ponds (Geelong)
SIT716,Computer Networks and Security,Waurn Ponds (Geelong)
SIT719,Security and Privacy Issues in Analytics,Waurn Ponds (Geelong)
SIT720,Machine Learning,Waurn Ponds (Geelong)
SIT735,Communications Network Security,Waurn Ponds (Geelong)
SIT740,Research and Development in Information Technology,Waurn Ponds (Geelong)
SIT763,Cyber Security Management,Waurn Ponds (Geelong)
SIT764,Team Project (A) - Project Management and Practices,Waurn Ponds (Geelong)
SIT771,Object-Oriented Development,Waurn Ponds (Geelong)
SIT772,Database and Information Retrieval,Waurn Ponds (Geelong)
SIT773,Software Requirements Analysis and Modelling,Waurn Ponds (Geelong)
SIT774,Web Technologies and Development,Waurn Ponds (Geelong)
SIT782,Team Project (B) - Execution and Delivery,Waurn Ponds (Geelong)
SIT787,Mathematics for Artificial Intelligence,Waurn Ponds (Geelong)
SIT788,Engineering AI Solutions,Waurn Ponds (Geelong)
SIT789,Applications of Computer Vision and Speech Processing,Waurn Ponds (Geelong)
SIT799,Human Aligned Artificial Intelligence,Waurn Ponds (Geelong)
SLE010,Laboratory and Fieldwork Safety Induction Program,Waurn Ponds (Geelong)
SLE103,Ecology and the Environment,Waurn Ponds (Geelong)
SLE107,Marine Environments,Waurn Ponds (Geelong)
SLE108,Ocean Processes,Waurn Ponds (Geelong)
SLE111,Cells and Genes,Waurn Ponds (Geelong)
SLE112,Fundamentals of Forensic Science,Waurn Ponds (Geelong)
SLE115,Essential Skills in Bioscience,Waurn Ponds (Geelong)
SLE132,Biology: Form and Function,Waurn Ponds (Geelong)
SLE133,Chemistry in Our World,Waurn Ponds (Geelong)
SLE134,Recreational Fisheries Science,Waurn Ponds (Geelong)
SLE155,Chemistry for the Professional Sciences,Waurn Ponds (Geelong)
SLE200,Communicating Science Ideas,Waurn Ponds (Geelong)
SLE204,Animal Diversity,Waurn Ponds (Geelong)
SLE205,Vertebrate Structure and Function,Waurn Ponds (Geelong)
SLE206,Cell Biology,Waurn Ponds (Geelong)
SLE208,Forensic Biology,Waurn Ponds (Geelong)
SLE210,Chemistry the Enabling Science,Waurn Ponds (Geelong)
SLE211,Principles of Physiology,Waurn Ponds (Geelong)
SLE212,Biochemistry,Waurn Ponds (Geelong)
SLE213,Introduction to Spectroscopic Principles,Waurn Ponds (Geelong)
SLE214,Organic Chemistry,Waurn Ponds (Geelong)
SLE217,Aquaculture Nutrition and Seafood Quality,Waurn Ponds (Geelong)
SLE219,Marine Invertebrates,Waurn Ponds (Geelong)
SLE221,Systems Physiology,Waurn Ponds (Geelong)
SLE222,Biochemical Metabolism,Waurn Ponds (Geelong)
SLE223,Water Quality and Ecological Health,Waurn Ponds (Geelong)
SLE224,Animal Behaviour,Waurn Ponds (Geelong)
SLE228,Forensic Genomics,Waurn Ponds (Geelong)
SLE229,Introduction to Separation Science,Waurn Ponds (Geelong)
SLE234,Microbiology,Waurn Ponds (Geelong)
SLE236,Marine Microbiology,Waurn Ponds (Geelong)
SLE238,Marine Biology,Waurn Ponds (Geelong)
SLE240,Analysing Marine Dynamics,Waurn Ponds (Geelong)
SLE242,Quantitative Marine Ecology,Waurn Ponds (Geelong)
SLE244,Marine Ecology,Waurn Ponds (Geelong)
SLE251,Research Methods and Data Analysis,Waurn Ponds (Geelong)
SLE254,Genetics and Genomics,Waurn Ponds (Geelong)
SLE261,Diversity of Fishes,Waurn Ponds (Geelong)
SLE262,Aquaculture and the Environment,Waurn Ponds (Geelong)
SLE263,Marine and Coastal Ecosystems,Waurn Ponds (Geelong)
SLE265,Marine Botany,Waurn Ponds (Geelong)
SLE301,Professional Practice,Waurn Ponds (Geelong)
SLE304,Geographic Information Systems for Marine Environments,Waurn Ponds (Geelong)
SLE313,Forensic Analysis and Interpretation,Waurn Ponds (Geelong)
SLE314,Research Project,Waurn Ponds (Geelong)
SLE316,Analytical Chemistry,Waurn Ponds (Geelong)
SLE318,Synthetic and Medicinal Chemistry,Waurn Ponds (Geelong)
SLE319,Environmental Protection and Planning,Waurn Ponds (Geelong)
SLE321,Molecular Biology Techniques,Waurn Ponds (Geelong)
SLE323,Advanced Topics in Biomedical Science,Waurn Ponds (Geelong)
SLE325,Marine Ecotoxicology and Risk Assessment,Waurn Ponds (Geelong)
SLE329,Aquatic Animal Health and Reproduction,Waurn Ponds (Geelong)
SLE334,Medical Microbiology and Immunology,Waurn Ponds (Geelong)
SLE339,Human Genetics and Genomics,Waurn Ponds (Geelong)
SLE340,Genomes and Bioinformatics,Waurn Ponds (Geelong)
SLE341,Ecological and Conservation Genetics,Waurn Ponds (Geelong)
SLE343,Fisheries Management,Waurn Ponds (Geelong)
SLE346,Molecular Basis of Disease,Waurn Ponds (Geelong)
SLE348,Freshwater Biology,Waurn Ponds (Geelong)
SLE352,Community Science Project,Waurn Ponds (Geelong)
SLE354,Disease Ecology and Epidemiology,Waurn Ponds (Geelong)
SLE355,Zoological Field Studies,Waurn Ponds (Geelong)
SLE356,Advanced Topics in Forensic Biology,Waurn Ponds (Geelong)
SLE370,Evolution,Waurn Ponds (Geelong)
SLE371,Human and Animal Navigation,Waurn Ponds (Geelong)
SLE390,Professional Practice in Bioscience,Waurn Ponds (Geelong)
SLE397,Sensory Neurobiology and Behaviour,Waurn Ponds (Geelong)
SLE420,Honours Biology Research 1A,Waurn Ponds (Geelong)
SLE421,Honours Biology Research 1B,Waurn Ponds (Geelong)
SLE422,Honours Biology Research 2,Waurn Ponds (Geelong)
SLE423,Honours Biology Research 3,Waurn Ponds (Geelong)
SLE430,Honours Chemistry Research 1A,Waurn Ponds (Geelong)
SLE431,Honours Chemistry Research 1B,Waurn Ponds (Geelong)
SLE432,Honours Chemistry Research 2,Waurn Ponds (Geelong)
SLE433,Honours Chemistry Research 3,Waurn Ponds (Geelong)
SLE440,Honours Environmental Science Research 1A,Waurn Ponds (Geelong)
SLE441,Honours Environmental Science Research 1B,Waurn Ponds (Geelong)
SLE442,Honours Environmental Science Research 2,Waurn Ponds (Geelong)
SLE443,Honours Environmental Science Research 3,Waurn Ponds (Geelong)
SLE451,Science Professionalism,Waurn Ponds (Geelong)
SLE452,Research Design and Data Analysis,Waurn Ponds (Geelong)
SLE453,Advanced Topics in Chemistry,Waurn Ponds (Geelong)
SLE454,Advanced Topics in Forensic Science,Waurn Ponds (Geelong)
SLE703,Agricultural Biotechnology and Bioinformatics,Waurn Ponds (Geelong)
SLE706,Nanobiotechnology,Waurn Ponds (Geelong)
SLE712,Bioinformatics and Molecular Biology Techniques,Waurn Ponds (Geelong)
SLE713,Industrial and Analytical Techniques in Biotechnology,Waurn Ponds (Geelong)
SLE761,Research Planning and Communication,Waurn Ponds (Geelong)
SLE763,Research Frontiers Project,Waurn Ponds (Geelong)
SLE764,Research Thesis 1,Waurn Ponds (Geelong)
SLE765,Research Thesis 2,Waurn Ponds (Geelong)
SLE766,Industry Practice,Waurn Ponds (Geelong)
STP301,Industry Based Learning,Waurn Ponds (Geelong)
STP341,Career Placement,Waurn Ponds (Geelong)
