code,title,campus,semester,year
CHIN 3302,Chinese IIIB,North Terrace Campus,Semester 2,2015
CHIN 1001,Chinese IA,North Terrace Campus,Semester 1,2014
CHIN 1002,Chinese IB,North Terrace Campus,Semester 2,2014
CHIN 1015,Chinese and Western Thinking for Chinese Speakers,North Terrace Campus,Semester 2,2014
CHIN 2006,Chinese Literature & Media for Chinese Speakers,North Terrace Campus,Semester 1,2014
CHIN 2007,Chinese In-Country Summer School,North Terrace Campus,Summer,2014
CHIN 2008,Chinese In-Country,North Terrace Campus,Semester 2,2014
CHIN 2008,Chinese In-Country,North Terrace Campus,Semester 1,2014
CHIN 2201,Chinese IIA,North Terrace Campus,Semester 1,2014
CHIN 2202,Chinese IIB,North Terrace Campus,Semester 2,2014
CHIN 2213,Translation for Chinese Speakers: Chinese-English,North Terrace Campus,Semester 2,2014
CHIN 3211,Chinese IIISA,North Terrace Campus,Semester 1,2014
CHIN 3212,Chinese IIISB,North Terrace Campus,Semester 2,2014
CHIN 3221,Translation for Chinese Speakers: English-Chinese,North Terrace Campus,Semester 1,2014
CHIN 3222,Translation for Chinese Speakers: Project,North Terrace Campus,Semester 1,2014
CHIN 3231,Issues in Chinese Culture for Chinese Speakers,North Terrace Campus,Semester 2,2014
CHIN 3232,Research Project for Chinese Speakers,North Terrace Campus,Semester 2,2014
CHIN 3301,Chinese IIIA,North Terrace Campus,Semester 1,2014
CHIN 3302,Chinese IIIB,North Terrace Campus,Semester 2,2014
MUSCLASS 1200,Classical Performance 1A,North Terrace Campus,Semester 2,2019
MUSCLASS 1200,Classical Performance 1A,North Terrace Campus,Semester 1,2019
MUSCLASS 1201,Classical Performance 1B,North Terrace Campus,Semester 2,2019
MUSCLASS 1201,Classical Performance 1B,North Terrace Campus,Semester 1,2019
MUSCLASS 1300,Classical Performance Advanced 1A,North Terrace Campus,Semester 2,2019
MUSCLASS 1300,Classical Performance Advanced 1A,North Terrace Campus,Semester 1,2019
MUSCLASS 1301,Classical Performance Advanced 1B,North Terrace Campus,Semester 1,2019
MUSCLASS 1301,Classical Performance Advanced 1B,North Terrace Campus,Semester 2,2019
MUSCLASS 1400,Classical Vocal Studies 1A,North Terrace Campus,Semester 2,2019
MUSCLASS 1400,Classical Vocal Studies 1A,North Terrace Campus,Semester 1,2019
MUSCLASS 1401,Classical Vocal Studies 1B,North Terrace Campus,Semester 1,2019
MUSCLASS 1401,Classical Vocal Studies 1B,North Terrace Campus,Semester 2,2019
MUSCLASS 1500,Music (SOSA) Internship 1,North Terrace Campus,Semester 2,2019
MUSCLASS 2200,Classical Performance 2A,North Terrace Campus,Semester 1,2019
MUSCLASS 2200,Classical Performance 2A,North Terrace Campus,Semester 2,2019
MUSCLASS 2201,Classical Performance 2B,North Terrace Campus,Semester 1,2019
MUSCLASS 2201,Classical Performance 2B,North Terrace Campus,Semester 2,2019
MUSCLASS 2300,Classical Performance Advanced 2A,North Terrace Campus,Semester 2,2019
MUSCLASS 2300,Classical Performance Advanced 2A,North Terrace Campus,Semester 1,2019
MUSCLASS 2301,Classical Performance Advanced 2B,North Terrace Campus,Semester 1,2019
MUSCLASS 2301,Classical Performance Advanced 2B,North Terrace Campus,Semester 2,2019
MUSCLASS 2400,Classical Vocal Studies 2A,North Terrace Campus,Semester 2,2019
MUSCLASS 2400,Classical Vocal Studies 2A,North Terrace Campus,Semester 1,2019
MUSCLASS 2401,Classical Vocal Studies 2B,North Terrace Campus,Semester 2,2019
MUSCLASS 2401,Classical Vocal Studies 2B,North Terrace Campus,Semester 1,2019
MUSCLASS 2500,Music (SOSA) Internship 2,North Terrace Campus,Semester 1,2019
MUSCLASS 2500,Music (SOSA) Internship 2,North Terrace Campus,Semester 2,2019
MUSCLASS 3200,Classical Performance 3A,North Terrace Campus,Semester 2,2019
MUSCLASS 3200,Classical Performance 3A,North Terrace Campus,Semester 1,2019
MUSCLASS 3201,Classical Performance 3B,North Terrace Campus,Semester 2,2019
MUSCLASS 3201,Classical Performance 3B,North Terrace Campus,Semester 1,2019
MUSCLASS 3300,Classical Performance Advanced 3A,North Terrace Campus,Semester 2,2019
MUSCLASS 3300,Classical Performance Advanced 3A,North Terrace Campus,Semester 1,2019
MUSCLASS 3301,Classical Performance Advanced 3B,North Terrace Campus,Semester 2,2019
MUSCLASS 3301,Classical Performance Advanced 3B,North Terrace Campus,Semester 1,2019
MUSCLASS 3400,Classical Vocal Studies 3A,North Terrace Campus,Semester 2,2019
MUSCLASS 3400,Classical Vocal Studies 3A,North Terrace Campus,Semester 1,2019
MUSCLASS 3401,Classical Vocal Studies 3B,North Terrace Campus,Semester 2,2019
MUSCLASS 3401,Classical Vocal Studies 3B,North Terrace Campus,Semester 1,2019
MUSCLASS 3500,Music (SOSA) Internship 3,North Terrace Campus,Semester 2,2019
MUSCLASS 3500,Music (SOSA) Internship 3,North Terrace Campus,Semester 1,2019
MUSCLASS 1200,Classical Performance 1A,North Terrace Campus,Semester 1,2018
MUSCLASS 1200,Classical Performance 1A,North Terrace Campus,Semester 2,2018
MUSCLASS 1201,Classical Performance 1B,North Terrace Campus,Semester 1,2018
MUSCLASS 1201,Classical Performance 1B,North Terrace Campus,Semester 2,2018
MUSCLASS 1300,Classical Performance Advanced 1A,North Terrace Campus,Semester 2,2018
MUSCLASS 1300,Classical Performance Advanced 1A,North Terrace Campus,Semester 1,2018
MUSCLASS 1301,Classical Performance Advanced 1B,North Terrace Campus,Semester 1,2018
MUSCLASS 1301,Classical Performance Advanced 1B,North Terrace Campus,Semester 2,2018
MUSCLASS 1400,Classical Vocal Studies 1A,North Terrace Campus,Semester 2,2018
MUSCLASS 1400,Classical Vocal Studies 1A,North Terrace Campus,Semester 1,2018
MUSCLASS 1401,Classical Vocal Studies 1B,North Terrace Campus,Semester 1,2018
MUSCLASS 1401,Classical Vocal Studies 1B,North Terrace Campus,Semester 2,2018
MUSCLASS 1500,Music (SOSA) Internship 1,North Terrace Campus,Semester 2,2018
MUSCLASS 2200,Classical Performance 2A,North Terrace Campus,Semester 2,2018
MUSCLASS 2200,Classical Performance 2A,North Terrace Campus,Semester 1,2018
MUSCLASS 2201,Classical Performance 2B,North Terrace Campus,Semester 2,2018
MUSCLASS 2201,Classical Performance 2B,North Terrace Campus,Semester 1,2018
MUSCLASS 2300,Classical Performance Advanced 2A,North Terrace Campus,Semester 2,2018
MUSCLASS 2300,Classical Performance Advanced 2A,North Terrace Campus,Semester 1,2018
MUSCLASS 2301,Classical Performance Advanced 2B,North Terrace Campus,Semester 1,2018
MUSCLASS 2301,Classical Performance Advanced 2B,North Terrace Campus,Semester 2,2018
MUSCLASS 2400,Classical Vocal Studies 2A,North Terrace Campus,Semester 1,2018
MUSCLASS 2400,Classical Vocal Studies 2A,North Terrace Campus,Semester 2,2018
MUSCLASS 2401,Classical Vocal Studies 2B,North Terrace Campus,Semester 1,2018
MUSCLASS 2401,Classical Vocal Studies 2B,North Terrace Campus,Semester 2,2018
MUSCLASS 2500,Music (SOSA) Internship 2,North Terrace Campus,Semester 2,2018
MUSCLASS 3200,Classical Performance 3A,North Terrace Campus,Semester 1,2018
MUSCLASS 3200,Classical Performance 3A,North Terrace Campus,Semester 2,2018
MUSCLASS 3201,Classical Performance 3B,North Terrace Campus,Semester 1,2018
MUSCLASS 3201,Classical Performance 3B,North Terrace Campus,Semester 2,2018
MUSCLASS 3300,Classical Performance Advanced 3A,North Terrace Campus,Semester 1,2018
MUSCLASS 3300,Classical Performance Advanced 3A,North Terrace Campus,Semester 2,2018
MUSCLASS 3301,Classical Performance Advanced 3B,North Terrace Campus,Semester 1,2018
MUSCLASS 3301,Classical Performance Advanced 3B,North Terrace Campus,Semester 2,2018
MUSCLASS 3400,Classical Vocal Studies 3A,North Terrace Campus,Semester 1,2018
MUSCLASS 3400,Classical Vocal Studies 3A,North Terrace Campus,Semester 2,2018
MUSCLASS 3401,Classical Vocal Studies 3B,North Terrace Campus,Semester 1,2018
MUSCLASS 3401,Classical Vocal Studies 3B,North Terrace Campus,Semester 2,2018
MUSCLASS 3500,Music (SOSA) Internship 3,North Terrace Campus,Semester 2,2018
MUSCLASS 1200,Classical Performance 1A,North Terrace Campus,Semester 1,2017
MUSCLASS 1200,Classical Performance 1A,North Terrace Campus,Semester 2,2017
MUSCLASS 1201,Classical Performance 1B,North Terrace Campus,Semester 1,2017
MUSCLASS 1201,Classical Performance 1B,North Terrace Campus,Semester 2,2017
MUSCLASS 1300,Classical Performance Advanced 1A,North Terrace Campus,Semester 1,2017
MUSCLASS 1300,Classical Performance Advanced 1A,North Terrace Campus,Semester 2,2017
MUSCLASS 1301,Classical Performance Advanced 1B,North Terrace Campus,Semester 1,2017
MUSCLASS 1301,Classical Performance Advanced 1B,North Terrace Campus,Semester 2,2017
MUSCLASS 1400,Classical Vocal Studies 1A,North Terrace Campus,Semester 1,2017
MUSCLASS 1400,Classical Vocal Studies 1A,North Terrace Campus,Semester 2,2017
MUSCLASS 1401,Classical Vocal Studies 1B,North Terrace Campus,Semester 1,2017
MUSCLASS 1401,Classical Vocal Studies 1B,North Terrace Campus,Semester 2,2017
MUSCLASS 1500,Music (SOSA) Internship 1,North Terrace Campus,Semester 2,2017
MUSCLASS 2200,Classical Performance 2A,North Terrace Campus,Semester 1,2017
MUSCLASS 2200,Classical Performance 2A,North Terrace Campus,Semester 2,2017
MUSCLASS 2201,Classical Performance 2B,North Terrace Campus,Semester 2,2017
MUSCLASS 2201,Classical Performance 2B,North Terrace Campus,Semester 1,2017
MUSCLASS 2300,Classical Performance Advanced 2A,North Terrace Campus,Semester 1,2017
MUSCLASS 2300,Classical Performance Advanced 2A,North Terrace Campus,Semester 2,2017
MUSCLASS 2301,Classical Performance Advanced 2B,North Terrace Campus,Semester 2,2017
MUSCLASS 2301,Classical Performance Advanced 2B,North Terrace Campus,Semester 1,2017
MUSCLASS 2400,Classical Vocal Studies 2A,North Terrace Campus,Semester 2,2017
MUSCLASS 2400,Classical Vocal Studies 2A,North Terrace Campus,Semester 1,2017
MUSCLASS 2401,Classical Vocal Studies 2B,North Terrace Campus,Semester 1,2017
MUSCLASS 2401,Classical Vocal Studies 2B,North Terrace Campus,Semester 2,2017
MUSCLASS 2500,Music (SOSA) Internship 2,North Terrace Campus,Semester 2,2017
MUSCLASS 3200,Classical Performance 3A,North Terrace Campus,Semester 1,2017
MUSCLASS 3200,Classical Performance 3A,North Terrace Campus,Semester 2,2017
MUSCLASS 3201,Classical Performance 3B,North Terrace Campus,Semester 2,2017
MUSCLASS 3201,Classical Performance 3B,North Terrace Campus,Semester 1,2017
MUSCLASS 3300,Classical Performance Advanced 3A,North Terrace Campus,Semester 1,2017
MUSCLASS 3300,Classical Performance Advanced 3A,North Terrace Campus,Semester 2,2017
MUSCLASS 3301,Classical Performance Advanced 3B,North Terrace Campus,Semester 2,2017
MUSCLASS 3301,Classical Performance Advanced 3B,North Terrace Campus,Semester 1,2017
MUSCLASS 3400,Classical Vocal Studies 3A,North Terrace Campus,Semester 2,2017
MUSCLASS 3400,Classical Vocal Studies 3A,North Terrace Campus,Semester 1,2017
MUSCLASS 3401,Classical Vocal Studies 3B,North Terrace Campus,Semester 1,2017
MUSCLASS 3401,Classical Vocal Studies 3B,North Terrace Campus,Semester 2,2017
MUSCLASS 3500,Music (SOSA) Internship 3,North Terrace Campus,Semester 2,2017
MUSCLASS 4200A,Hons Perf Major Recital (Classical) Part 1,North Terrace Campus,Semester 1,2017
MUSCLASS 4200A,Hons Perf Major Recital (Classical) Part 1,North Terrace Campus,Semester 2,2017
MUSCLASS 4200B,Hons Perf Major Recital (Classical) Part 2,North Terrace Campus,Semester 1,2017
MUSCLASS 4200B,Hons Perf Major Recital (Classical) Part 2,North Terrace Campus,Semester 2,2017
MUSCLASS 1200,Classical Performance 1A,North Terrace Campus,Semester 1,2016
MUSCLASS 1200,Classical Performance 1A,North Terrace Campus,Semester 2,2016
MUSCLASS 1201,Classical Performance 1B,North Terrace Campus,Semester 1,2016
MUSCLASS 1201,Classical Performance 1B,North Terrace Campus,Semester 2,2016
MUSCLASS 1300,Classical Performance Advanced 1A,North Terrace Campus,Semester 1,2016
MUSCLASS 1300,Classical Performance Advanced 1A,North Terrace Campus,Semester 2,2016
MUSCLASS 1301,Classical Performance Advanced 1B,North Terrace Campus,Semester 2,2016
MUSCLASS 1301,Classical Performance Advanced 1B,North Terrace Campus,Semester 1,2016
MUSCLASS 1400,Classical Vocal Studies 1A,North Terrace Campus,Semester 1,2016
MUSCLASS 1400,Classical Vocal Studies 1A,North Terrace Campus,Semester 2,2016
MUSCLASS 1401,Classical Vocal Studies 1B,North Terrace Campus,Semester 2,2016
MUSCLASS 1500,Music (SOSA) Internship 1,North Terrace Campus,Semester 2,2016
MUSCLASS 2200,Classical Performance 2A,North Terrace Campus,Semester 2,2016
MUSCLASS 2200,Classical Performance 2A,North Terrace Campus,Semester 1,2016
MUSCLASS 2201,Classical Performance 2B,North Terrace Campus,Semester 1,2016
MUSCLASS 2201,Classical Performance 2B,North Terrace Campus,Semester 2,2016
MUSCLASS 2300,Classical Performance Advanced 2A,North Terrace Campus,Semester 2,2016
MUSCLASS 2300,Classical Performance Advanced 2A,North Terrace Campus,Semester 1,2016
MUSCLASS 2301,Classical Performance Advanced 2B,North Terrace Campus,Semester 1,2016
MUSCLASS 2301,Classical Performance Advanced 2B,North Terrace Campus,Semester 2,2016
MUSCLASS 2400,Classical Vocal Studies 2A,North Terrace Campus,Semester 1,2016
MUSCLASS 2401,Classical Vocal Studies 2B,North Terrace Campus,Semester 2,2016
MUSCLASS 2500,Music (SOSA) Internship 2,North Terrace Campus,Semester 2,2016
MUSCLASS 3200,Classical Performance 3A,North Terrace Campus,Semester 2,2016
MUSCLASS 3200,Classical Performance 3A,North Terrace Campus,Semester 1,2016
MUSCLASS 3201,Classical Performance 3B,North Terrace Campus,Semester 2,2016
MUSCLASS 3201,Classical Performance 3B,North Terrace Campus,Semester 1,2016
MUSCLASS 3300,Classical Performance Advanced 3A,North Terrace Campus,Semester 2,2016
MUSCLASS 3300,Classical Performance Advanced 3A,North Terrace Campus,Semester 1,2016
MUSCLASS 3301,Classical Performance Advanced 3B,North Terrace Campus,Semester 2,2016
MUSCLASS 3301,Classical Performance Advanced 3B,North Terrace Campus,Semester 1,2016
MUSCLASS 3400,Classical Vocal Studies 3A,North Terrace Campus,Semester 1,2016
MUSCLASS 3401,Classical Vocal Studies 3B,North Terrace Campus,Semester 2,2016
MUSCLASS 3500,Music (SOSA) Internship 3,North Terrace Campus,Semester 2,2016
MUSCLASS 4100B,Hons Perf Minor Recital (Classical) Part 2,North Terrace Campus,Semester 2,2016
MUSCLASS 4200A,Hons Perf Major Recital (Classical) Part 1,North Terrace Campus,Semester 2,2016
MUSCLASS 4200A,Hons Perf Major Recital (Classical) Part 1,North Terrace Campus,Semester 1,2016
MUSCLASS 4200B,Hons Perf Major Recital (Classical) Part 2,North Terrace Campus,Semester 1,2016
MUSCLASS 4200B,Hons Perf Major Recital (Classical) Part 2,North Terrace Campus,Semester 2,2016
MUSCLASS 1001,Classical Performance 1A,North Terrace Campus,Semester 2,2015
MUSCLASS 1001,Classical Performance 1A,North Terrace Campus,Semester 1,2015
MUSCLASS 1002,Classical Performance 1B,North Terrace Campus,Semester 2,2015
MUSCLASS 1051,Classical Vocal Performance 1A,North Terrace Campus,Semester 1,2015
MUSCLASS 1052,Classical Vocal Performance 1B,North Terrace Campus,Semester 2,2015
MUSCLASS 1070,Classical Performance Advanced 1A,North Terrace Campus,Semester 1,2015
MUSCLASS 1071,Classical Performance Advanced 1B,North Terrace Campus,Semester 2,2015
MUSCLASS 1080,Classical Vocal Performance Advanced 1A,North Terrace Campus,Semester 1,2015
MUSCLASS 1081,Classical Vocal Performance Advanced 1B,North Terrace Campus,Semester 2,2015
MUSCLASS 1100A,"Performance Forum, Technique & Repertoire 1 Part 1",North Terrace Campus,Semester 1,2015
MUSCLASS 1100B,"Performance Forum, Technique & Repertoire 1 Part 2",North Terrace Campus,Semester 2,2015
MUSCLASS 2010,Classical Performance 2A,North Terrace Campus,Semester 2,2015
MUSCLASS 2010,Classical Performance 2A,North Terrace Campus,Semester 1,2015
MUSCLASS 2020,Classical Performance 2B,North Terrace Campus,Semester 2,2015
MUSCLASS 2051,Classical Vocal Performance 2A,North Terrace Campus,Semester 1,2015
MUSCLASS 2052,Classical Vocal Performance 2B,North Terrace Campus,Semester 2,2015
MUSCLASS 2070,Classical Performance Advanced 2A,North Terrace Campus,Semester 1,2015
MUSCLASS 2071,Classical Performance Advanced 2B,North Terrace Campus,Semester 2,2015
MUSCLASS 2080,Classical Vocal Performance Advanced 2A,North Terrace Campus,Semester 1,2015
MUSCLASS 2081,Classical Vocal Performance Advanced 2B,North Terrace Campus,Semester 2,2015
MUSCLASS 2100A,"Performance Forum, Technique & Repertoire 2 Part 1",North Terrace Campus,Semester 1,2015
MUSCLASS 2100B,"Performance Forum, Technique & Repertoire 2 Part 2",North Terrace Campus,Semester 2,2015
MUSCLASS 3001,Classical Performance 3A,North Terrace Campus,Semester 2,2015
MUSCLASS 3001,Classical Performance 3A,North Terrace Campus,Semester 1,2015
MUSCLASS 3002,Classical Performance 3B,North Terrace Campus,Semester 1,2015
MUSCLASS 3002,Classical Performance 3B,North Terrace Campus,Semester 2,2015
MUSCLASS 3051,Classical Vocal Performance 3A,North Terrace Campus,Semester 1,2015
MUSCLASS 3052,Classical Vocal Performance 3B,North Terrace Campus,Semester 2,2015
MUSCLASS 3052,Classical Vocal Performance 3B,North Terrace Campus,Semester 1,2015
MUSCLASS 3070,Classical Performance Advanced 3A,North Terrace Campus,Semester 1,2015
MUSCLASS 3071,Classical Performance Advanced 3B,North Terrace Campus,Semester 2,2015
MUSCLASS 3080,Classical Vocal Performance Advanced 3A,North Terrace Campus,Semester 1,2015
MUSCLASS 3081,Classical Vocal Performance Advanced 3B,North Terrace Campus,Semester 2,2015
MUSCLASS 3100A,"Performance Forum, Technique and Repertoire 3 pt 1",North Terrace Campus,Semester 1,2015
MUSCLASS 3100B,"Performance Forum, Technique and Repertoire 3 pt 2",North Terrace Campus,Semester 2,2015
MUSCLASS 4100,Honours Performance Minor Recital (Classical),North Terrace Campus,Semester 1,2015
