course_name,course_code,meta,meta_second
Soft Matter Engineering,BMEN90012,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
"CPR, Eye Emergencies & Practical ECC",VETS90039,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Exploring Linguistic Diversity,LING30001,"Offered Semester 2, 2020","Undergraduate Level 3, 12.5 credit points "
Maintaining Quality within Institutions,MGMT90247,"Offered Term 4, 2020","Graduate coursework, 12.5 credit points "
Earth Sciences Research Project Pt4,ERTH90049,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2020","Graduate coursework, 37.5 credit points "
New Value Creation,MGMT90174,"Offered April, 2020","Graduate coursework, 12.5 credit points "
Advanced Plant Breeding and Improvement,AGRI90091,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Research Methods 1,CREA90001,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Advanced Topics in Pharmacology,PHRM40002,"Offered Semester 1 (Early-Start), 2020","Honours, 12.5 credit points "
Connecting and Engaging Students,EDUC90822,"Offered January, 2020","Graduate coursework, 6.25 credit points "
Performance 6,MUSI30253,"Offered Semester 1, Semester 2, 2020","Undergraduate Level 3, 12.5 credit points "
Advanced Human Resource Management,MGMT90193,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Japanese Thesis Part 1,JAPN40008,"Offered Semester 1, Semester 2, 2020","Honours, 25 credit points "
Social Research Design and Evaluation,SOCI90005,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Geography Minor Research Project Part 2,GEOG90033,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 37.5 credit points "
Labour Economics,ECON40008,"Offered Semester 2, 2020","Honours, 12.5 credit points "
Arts Internship,MULT30019,"Offered Summer Term, Semester 1, Semester 2, 2020","Undergraduate Level 3, 12.5 credit points "
"Teaching in, through and across the Arts",EDUC90971,"Offered July, 2020","Graduate coursework, 12.5 credit points "
Performance Project B,MUST30009,"Offered Semester 2, 2020","Undergraduate Level 3, 25 credit points "
Topics in Chinese Studies,CHIN90003,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Earth Sciences Research Project Pt1,ERTH90036,"Offered Semester 1 (Extended), Semester 2 (Extended), 2020","Graduate coursework, 25 credit points "
International Relations Internship,POLS90009,"Offered Summer Term, Semester 1, Semester 2, 2020","Graduate coursework, 25 credit points "
Seminars in Languages and Linguistics B,EURO40003,"Offered Semester 1, Semester 2, 2020","Honours, 12.5 credit points "
Industry Based Research - Property,ABPL90364,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Primary Arts Education 1,EDUC90887,"Offered July, 2020","Graduate coursework, 6.25 credit points "
Landscape Design,HORT90034,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Theories of Art,AHIS90009,"Offered April, 2020","Graduate coursework, 6.25 credit points "
Experimental Design and Data Analysis,MAST10011,"Offered Semester 1, Semester 2, 2020","Undergraduate Level 1, 12.5 credit points "
Professional & Applied Ethics Internship,PHIL90030,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 25 credit points "
Researching Media and Culture,ARTS90013,"Offered Semester 1, 2020","Graduate coursework, 6.25 credit points "
Critical Thinking in Research,SCIE40001,"Offered Semester 1, 2020","Honours, 12.5 credit points "
Major Role Preparation,MUSI90237,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Property Case Studies,ABPL30059,"Offered Semester 1, 2020","Undergraduate Level 3, 12.5 credit points "
Legal Theory,LAWS50031,"Offered Semester 2, November, 2020","Graduate coursework Level 5, 12.5 credit points "
Chronic Disease Management: In Practice,NURS90105,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Operations and Process Management,MGMT90032,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
French Thesis Part 2,FREN40011,"Offered Semester 1, Semester 2, 2020","Honours, 25 credit points "
Information Systems Maj Res Project Pt 1,ISYS90103,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 50 credit points "
Programming and Software Development,COMP90041,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Forest Systems,FRST30001,"Offered Semester 1, 2020","Undergraduate Level 3, 12.5 credit points "
Social Work Practice: Mental Health,SCWK90038,"Offered August, 2020","Graduate coursework, 12.5 credit points "
Arts Management Thesis Part 2,AMGT90028,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 18.75 credit points "
Conservation Thesis Part 2,CUMC90036,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 18.75 credit points "
Ecosystem & Forest Science Research Pt2,NRMT40016,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2020","Honours, 37.5 credit points "
Microeconomics 2,ECON90045,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Fintech: Blockchain in the New Economy,BUSA90524,"Offered September, 2020","Graduate coursework, 12.5 credit points "
Graduate Research Internship,ENGR90035,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Leadership and Team Dynamics,MGMT90013,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Foundations of Analytics,MAST90135,"Offered Term 4, 2020","Graduate coursework, 12.5 credit points "
LundU: Globalisation and Social Policy,SOTH20006,"Offered March, 2020","Exchange (Level 2), 12.5 credit points "
English-Spanish Translation 2,TRAN90017,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Veterinary Bioscience 1B,VETS90059,"Offered Semester 2, 2020","Graduate coursework, 25 credit points "
Fundamentals of Information Systems,ISYS90026,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Paediatric Audiology B,AUDI90006,"Offered Year Long, 2020","Graduate coursework, 18.75 credit points "
Earth Sciences Research Project Pt2,ERTH40010,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2020","Honours, 25 credit points "
Individual Performance Studies 3,MUSI20175,"Offered Semester 1, Semester 2, 2020","Undergraduate Level 2, 12.5 credit points "
Qualitative Research in Public Health,POPH90231,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Crime Prevention: Critical Approaches,CRIM90010,"Offered August, 2020","Graduate coursework, 12.5 credit points "
Jazz & Improv Composition Workshop,MUSI30263,"Offered Semester 2, 2020","Undergraduate Level 3, 12.5 credit points "
Internat Investment Law and Arbitration,LAWS70304,"Offered November, 2020","Graduate coursework Level 7, 12.5 credit points "
Multivariate Statistics for Data Science,MAST90138,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Presentation and Marketing,FLTV30010,"Offered February, 2020","Undergraduate Level 3, 12.5 credit points "
Child Public Health,PAED90005,"Offered Winter Term, 2020","Graduate coursework, 12.5 credit points "
Neurological Physiotherapy 1,PHTY90089,"Offered Semester 2 (Extended), 2020","Graduate coursework, 12.5 credit points "
Geotechnical Applications,CVEN90027,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Cellular Metabolism and Disease,BCMB30011,"Offered Semester 1, 2020","Undergraduate Level 3, 12.5 credit points "
Introduction to Clinical Practice (Prim),EDUC90885,"Offered February, July, 2020","Graduate coursework, 6.25 credit points "
European Civil Law,LAWS50067,"Offered Semester 1, 2020","Graduate coursework Level 5, 12.5 credit points "
Nutrition and Feed Science,ANSC90002,"Offered July, 2020","Graduate coursework, 12.5 credit points "
Reading Texts: Selection to Response,EDUC90683,"Offered May, 2020","Graduate coursework, 12.5 credit points "
Interpersonal and Group Processes,EDUC90579,"Offered February, 2020","Graduate coursework, 12.5 credit points "
Research Paper (Theatre Practice),DRAM40002,"Offered Semester 2, 2020","Honours, 12.5 credit points "
Perspectives in Art & Cultural Theory 1,FINA70007,"Offered Semester 1, 2020","Graduate coursework Level 7, 12.5 credit points "
Monitoring Environmental Impacts,ENEN90028,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Clinical Path Research Project Part 1,PATH40006,"Offered Semester 1, 2020","Honours, 25 credit points "
Production Practice 3,DPSS20001,"Offered Year Long, 2020","Undergraduate Level 2, 37.5 credit points "
Travelling Studio (Philippines),ABPL90410,"Offered January, 2020","Graduate coursework, 25 credit points "
Soft Tissue and Cellular Biomechanics,BMEN90029,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Writing for Performance 1 (Solo),THTR70008,"Offered Semester 1, 2020","Graduate coursework Level 7, 12.5 credit points "
Epidemiology 3,POPH90243,"Offered March, 2020","Graduate coursework, 12.5 credit points "
Negotiation Skills,LAWS70468,"Offered February, 2020","Graduate coursework Level 7, 12.5 credit points "
Learning Area Visual Arts & Design (Ad)2,EDUC90480,"Offered Semester 2 (Early-Start), 2020","Graduate coursework, 12.5 credit points "
Bioinstrumentation,BMEN90033,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Digital Consumer Protection Law,LAWS90165,"Offered June, 2020","Graduate coursework, 12.5 credit points "
Mathematics: Teaching with Technology,EDUC90615,"Offered March, 2020","Graduate coursework, 12.5 credit points "
Science in the Integrated Curriculum,EDUC90794,"Offered July, 2020","Graduate coursework, 12.5 credit points "
MD Research Project 2,MEDS90026,"Offered January, 2020","Graduate coursework, 50 credit points "
Income Tax Compliance and Enforcement,LAWS90176,"Offered May, 2020","Graduate coursework, 12.5 credit points "
Screen Practice 1A,FLTV10006,"Offered Semester 1, 2020","Undergraduate Level 1, 25 credit points "
German 4: Research Project,GERM40002,"Offered Semester 1, Semester 2, 2020","Honours, 12.5 credit points "
Advanced Theoretical Computer Science,COMP90057,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Popular Culture: From K-pop to Selfies,CULS20018,"Offered Semester 1, 2020","Undergraduate Level 2, 12.5 credit points "
Construction Risk,LAWS70149,"Offered September, 2020","Graduate coursework Level 7, 12.5 credit points "
Data Analysis,BUSA90060,"Offered January, April, June, September, 2020","Graduate coursework, 12.5 credit points "
UM-NUS Clinical Placement 3,PSYC90088,"Offered Year Long, 2020","Study Abroad (Level 9), 18.75 credit points "
Mental Health and Disability Law,LAWS70458,"Offered February, 2020","Graduate coursework Level 7, 12.5 credit points "
Moving Image Thesis,SCRN50001,"Offered Semester 1, Semester 2, 2020","Graduate coursework Level 5, 18.75 credit points "
Business Analytics Foundations,BUSA90500,"Offered March, 2020","Graduate coursework, 37.5 credit points "
Cost Management,ABPL90312,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Research Report (Finance),FNCE90009,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Teaching Critical and Creative Thinking,EDUC90974,"Offered Summer Term, July, 2020","Graduate coursework, 12.5 credit points "
Advanced Organisational Behaviour,MGMT90197,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Information Systems Strategy,ISYS90098,"Offered Term 1, 2020","Graduate coursework, 12.5 credit points "
Designing for Heat in the Public Domain,ABPL90380,"Offered November, 2020","Graduate coursework, 12.5 credit points "
Journalism Project (Extended) Part 3,JOUR90019,"Offered Summer Term, Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Seminars in Languages and Linguistics A,EURO40002,"Offered Semester 1, Semester 2, 2020","Honours, 12.5 credit points "
Nursing Practice 1,NURS90114,"Offered March, 2020","Graduate coursework, 6.25 credit points "
Biomed Eng Capstone Proj Part 1,BMEN90031,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Botany Research Project,BOTA40006,"Offered Semester 1, Semester 2, 2020","Honours, 25 credit points "
Data Warehousing,ISYS90086,"Offered Summer Term, 2020","Graduate coursework, 12.5 credit points "
Media and Communications Project,MECM30015,"Offered Semester 1, 2020","Undergraduate Level 3, 12.5 credit points "
Lifespan Health,PHTY90104,"Offered Semester 2 (Extended), 2020","Graduate coursework, 12.5 credit points "
Port Access and Navigation,CVEN90068,"Offered Semester 1, September, 2020","Graduate coursework, 12.5 credit points "
Doctor of Education Thesis Proposal,EDUC90319,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Open Art,FINA10033,"Offered Semester 2, 2020","Undergraduate Level 1, 12.5 credit points "
Musics of the World,MUSI40076,"Offered Semester 2, 2020","Honours, 12.5 credit points "
State Taxes and Duties,LAWS70130,"Offered March, 2020","Graduate coursework Level 7, 12.5 credit points "
Bioinformatics Case Studies,BINF90004,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Shorter Thesis - Philosophy,PHIL70005,"Offered Time-based Research, 2020","Masters time-based research, 0 credit points "
Contextual Studies 2 Theory in Action,DRAM20023,"Offered Semester 1, 2020","Undergraduate Level 2, 12.5 credit points "
Arts and Artistry: Studio to Classroom,EDUC90493,"Offered July, 2020","Graduate coursework, 12.5 credit points "
Forensic Odontology 1,DENT90039,"Offered Semester 1, 2020","Graduate coursework, 25 credit points "
Recent European Philosophy,PHIL40002,"Offered Semester 1, 2020","Honours, 12.5 credit points "
Abdominal & Urogenital Emergencies,VETS90037,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 12.5 credit points "
Advanced Communication Systems,ELEN90051,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
Composition 4,MUSI30214,"Offered Semester 1, Semester 2, 2020","Undergraduate Level 3, 12.5 credit points "
Topics in Arabic & Islamic Studies,ISLM40001,"Offered Semester 1, Semester 2, 2020","Honours, 12.5 credit points "
Drug Discovery and Development,MEDI90097,"Offered Term 1, 2020","Graduate coursework, 12.5 credit points "
Development Studies Thesis Part 1,DEVT40009,"Offered Semester 1, Semester 2, 2020","Honours, 25 credit points "
Gender Issues in Development,DEVT90040,"Offered July, 2020","Graduate coursework, 12.5 credit points "
Vet Public Health Research Project,VETS90029,"Offered Semester 1, Semester 2, 2020","Graduate coursework, 25 credit points "
Marketing Management for Engineers,ENGM90012,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Advanced Concepts in Metals,MREN90002,"Offered Semester 2, 2020","Graduate coursework, 12.5 credit points "
Quantitative Environmental Modelling,ENEN90031,"Offered Semester 1, 2020","Graduate coursework, 12.5 credit points "
"Toxics, Waste and Contamination Law",LAWS70464,"Offered August, 2020","Graduate coursework Level 7, 12.5 credit points "
Learning Area Science 1,EDUC90473,"Offered Semester 1 (Early-Start), 2020","Graduate coursework, 12.5 credit points "
